taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource
Mucor circinelloides f. lusitanicus	17263A92-6201-463D-874D-4201AC1545A4	348492	24	Pathotroph	Animal Pathogen	Probable	NULL	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Mucor dispersus	1CB1CF36-36B9-11D5-9548-00D0592D548C	201513	20	Saprotroph	Dung Saprotroph	Highly Probable	NULL	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015)
Mucor flavus	A33675C2-2BA2-4B5B-8B7C-7190A3A2C4A0	179815	20	Pathotroph	Animal Pathogen	Probable	NULL	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Mucor fragilis	1CB1CF37-36B9-11D5-9548-00D0592D548C	187424	20	Saprotroph	Dung Saprotroph	Highly Probable	NULL	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015)
Mucor hiemalis	1CB1D2BD-36B9-11D5-9548-00D0592D548C	249401	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Mucor indicus	8A44A7C2-BF9D-4449-AE36-EB7E4840904A	267842	20	Pathotroph	Animal Pathogen	Probable	NULL	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Mucor mucedo	1CB1D2BE-36B9-11D5-9548-00D0592D548C	234548	20	Pathotroph-Saprotroph	Dung Saprotroph-Plant Pathogen	Probable	NULL	NULL	NULL	Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Mucor piriformis	1CB1ADA0-36B9-11D5-9548-00D0592D548C	143643	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Mucor racemosus	F730D645-36AC-4578-8740-59DA6E8C4415	247402	20	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Possible	NULL	NULL	Host - Poaceae	Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Mucor racemosus f. racemosus	B6788FAD-9D25-4C58-8ACD-21D10C7BB4A9	427116	24	Pathotroph	Animal Pathogen	Probable	NULL	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Mucor ramosissimus	23AAE4DB-DB54-44E3-A3D6-ACC20D104EEA	276099	20	Pathotroph	Animal Pathogen	Probable	NULL	NULL	Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))
Mucronella	1CB1B4C8-36B9-11D5-9548-00D0592D548C	18077	13	Saprotroph	Undefined Saprotroph	Probable	Clavarioid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Mucronoporus	1CB1D138-36B9-11D5-9548-00D0592D548C	18079	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Ellis JB, Everhart BM. 1889. Journal of Mycology 5:24-29 ((http://dx.doi.org/10.2307/3752855))
Muellerella	1CB1C919-36B9-11D5-9548-00D0592D548C	3283	13	Pathotroph	Lichen Parasite	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella antarctica	F28A9ED5-053F-48C9-9C55-3DC76606AFFE	536932	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Hypogymnia antarctica	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella atricola	E5CB97CC-EE11-4F0B-A9BE-84BAA8206738	219622	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Tephromela atra	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella erratica	2DADBC13-B04A-4718-B500-7B43DE6A0F2F	510618	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on diverse lichens	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella hospitans	76DB2153-2DBE-4ACB-9094-713494DB4A72	219769	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Bacidia rubella	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella lecanactidis	03C1BCBF-53D0-4957-ADE7-ADDEB09F04DD	484170	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Sigridea californica	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella lichenicola	1CB1B4C9-36B9-11D5-9548-00D0592D548C	317943	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on diverse lichens	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella polyspora	64D8FAAB-2A83-4828-B4D6-9804690BBD9B	219607	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on diverse lichens	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella pygmaea	1CB1B4CA-36B9-11D5-9548-00D0592D548C	317944	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on on diverse lichens	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella stictinae	B05C3819-B2A7-4DB3-B27C-45F2BE30CD09	219663	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Sticta	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella thalamita	8E62E013-5D67-44F7-8378-B7608D73A74C	808753	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Baculifer, Orcularia and Hafellia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella triseptata	E64FABAA-5FD7-4794-8901-CA1ADCA646E3	104903	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Buellia griseovirens and other lichens	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella ventosicola	87BA35E4-9778-480B-B9A4-EC16EA6F45C2	484247	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Ophioparma, possibly also on Rhizocarpon	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muellerella vesicularia	EFE9C3D2-576C-45DB-AAC2-C307386BA093	104502	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Toninia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Muelleromyces	4ACA7DD3-7C07-4E82-86E2-C3BBE8C3F4D9	3284	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Muhria	E3D65691-83BA-4493-A7FA-1BE189935270	25195	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Jørgensen PM, Jahns HM. 1987. Notes from the Royal Botanical Garden Edinburgh 44:581-599
Multiclavula	1CB1C91B-36B9-11D5-9548-00D0592D548C	18080	13	Symbiotroph	Lichenized	Highly Probable	Clavarioid	NULL	NULL	Nelsen MP, et al. 2007. American Journal of Botany 94:1289-1296 ((https://doi.org/10.3732/ajb.94.8.1289)); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Multifurca	8F3E93ED-E5D2-4EB5-B7D7-DAE5FD06C1BC	511332	13	Symbiotroph	Ectomycorrhizal	Highly Probable	NULL	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))
Mundkurella	1CB1C91C-36B9-11D5-9548-00D0592D548C	16223	13	Pathotroph	Plant Pathogen	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Munkia	C8C06C8B-3633-415E-A582-AAC621F52FAE	9010	13	Symbiotroph	Clavicipitaceous Endophyte	Possible	NULL	NULL	NULL	Kepler RM, et al. 2012. American Journal of Botany 99:552-561 ((https://doi.org/10.3732/ajb.1100124))
Munkiella	1CB1C91D-36B9-11D5-9548-00D0592D548C	3288	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Munkovalsaria	27A05CEE-0356-11D6-BEBB-00508BCA8DE8	6196	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Murangium	F700B897-0817-485C-A524-57941A6F5E89	3289	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Muribasidiospora	E2206A70-F8BF-4C0A-8B86-2FE372A65403	18081	13	Pathotroph	Plant Pathogen	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Murichromolaenicola	D87A68D6-DBB8-4804-B186-59E44D4BD9D7	557338	13	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	NULL	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
Muricopeltis	1CB19438-36B9-11D5-9548-00D0592D548C	3291	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Murispora	E80F0405-D3DB-4D2A-884C-2F03F638553C	515472	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Muroia	6DD7FA9F-8CB1-4A96-A25C-777888564983	3292	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Musaespora	71A8C1A1-B3EF-4DA9-B673-E7B86EEEBB05	22430	13	Symbiotroph	Lichenized	Probable	Thallus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Muscinupta	3A063C5D-3652-4FF7-A7E9-1378299DE35F	515059	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Muscodor	378FE5E5-DBC4-4332-9C18-DE256219AC67	28513	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Musicillium	648448B1-2750-4816-ADB7-C6E280DB87F4	510696	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Mutatoderma	451E4711-1BC7-45DB-A73B-39B60C1DE316	18082	13	Saprotroph	Undefined Saprotroph	Probable	Corticioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Mutinus	1CB19439-36B9-11D5-9548-00D0592D548C	19223	13	Saprotroph	Leaf Saprotroph	Probable	Phalloid	NULL	Common name - stinkhorn	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Muyocopron	E1058D71-4A0F-11D5-BEBB-00508BCA8DE8	3294	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Mycaureola	6CEC79D5-2546-4D4E-9FF1-0082013D197D	3300	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Myceliophthora thermophila	E021F822-8EC8-4C38-B1E3-B56F3379BF77	317955	20	Symbiotroph	Endophyte	Probable	NULL	NULL	Endophyte detection method-culture (Massimo et al. 2015)	Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))
Mycena	1CB1943F-36B9-11D5-9548-00D0592D548C	18084	13	Pathotroph-Saprotroph	Leaf Saprotroph-Plant Pathogen-Undefined Saprotroph-Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Mycena albidocapillaris	485E157D-678A-4246-8F67-E43F60E07523	443331	20	Saprotroph	Leaf Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena albidofusca	D1395B71-2A70-474E-B692-BA6289206216	256212	20	Saprotroph	Leaf Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena australiana	FB4CD774-C7D5-4CB5-8DAA-9739AD2AE612	257952	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena austrofilopes	C448F91D-1620-483E-AF3A-C7E04D4F50A2	443322	20	Saprotroph	Leaf Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena austromaculata	AF373C11-CD7B-4C22-B66C-AE1E1793F13F	443323	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena banksiae	3FE64956-5985-4BAC-AE4C-86C87462D7AC	258184	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena clarkeana	04F7B1C9-83FC-4FBE-AEB0-C4F65073D2DB	443321	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena cunninghamiana	07F6CA4F-6B43-457B-A862-79C4046FBAB9	262502	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena eucalyptorum	9AF31486-37C6-4C53-A634-49C8534701AD	264310	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena fusca	B1ADBCFD-D4AD-48B8-90E8-F3A2D71BEF78	265616	20	Saprotroph	Leaf Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena kyeema	54E776BF-EDE9-4480-8B59-248944544CF1	443325	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena lilliria	42F743A8-8312-4D0B-BF5A-73EAEEDF3EA4	443326	20	Saprotroph	Leaf Saprotroph	Possible	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena maldea	6842DBA4-FB00-48EF-8FA6-56A19869B55C	443332	20	Saprotroph	Leaf Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena marangania	4E5882A4-71CA-4BD2-A57D-CC9703B49B19	443327	20	Saprotroph	Leaf Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena minya	119C98AD-CEEE-4FC2-A908-7A2B54B60164	443330	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena nyula	890F29CE-F533-462F-BC52-3B130B414D00	443319	20	Pathotroph-Saprotroph	Bryophyte Parasite-Plant Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena pelianthina	DEE930C6-E8D5-11D5-BEBB-00508BCA8DE8	183974	20	Saprotroph	Litter Saprotroph	Highly Probable	Agaricoid	NULL	Found in Fagus leaf litter in central Germany (Purahong et al. 2016)	Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))
Mycena piringa	64179112-3C52-490E-92F3-1F97C8684753	443328	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena pitereka	9899D5A5-A382-4B5F-AB15-BDF72690FD30	443329	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena pura	2D1CCBEB-8264-11D5-BEBB-00508BCA8DE8	188082	20	Saprotroph	Litter Saprotroph	Highly Probable	Agaricoid	NULL	Found in Fagus leaf litter in central Germany (Purahong et al. 2016)	Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))
Mycena rosea	19AF10C5-27C8-4192-8533-DBB49346E7FA	438721	20	Saprotroph	Litter Saprotroph	Highly Probable	Agaricoid	NULL	Found in Fagus leaf litter in central Germany (Purahong et al. 2016)	Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))
Mycena sanguinolenta	2C13847E-67C5-4F88-A07A-A5AED529BA55	205959	20	Saprotroph	Leaf Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena subalbida	49D1E642-76D2-415E-881D-D8799BABB6D0	279090	20	Pathotroph	Bryophyte Parasite	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena subgalericulata	A3365D51-7337-41BF-842C-EBCEF3FE95F9	279214	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena subnigra	A11214B6-7AA1-4B77-9F28-B948F4E4055D	279293	20	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
Mycena subvulgaris	940DA5E1-4BAD-462D-A2C3-64A87A62C22D	279430	20	Saprotroph	Leaf Saprotroph	Probable	Agaricoid	NULL	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf))
